spam,text
0,ill text carlo and let you know hang on
0,as if i wasnt have enough troubl sleep
0,the search  happi is  of d main sourc of unhappi accept life the way it come u will find happi in everi moment u live
0,now u sound like manki scous boy stevelik i is travel on da bus homewot has u inmind  recreat dis eve
1,this week savamob member offer are now access just call  for detail savamob pobox    onli  savamob  offer mobil
0,is there ani train tomorrow
0,unlimit text limit minut
1,dear voucher holder have your next meal on us use the follow link on your pc  enjoy a    dine experi
0,aight yo dat straight dogg
0,nicenicehow is it work
0,as per your request maangalyam alaipayuth has been set as your callertun for all caller press  to copi your friend callertun
0,yo you guy ever figur out how much we need for alcohol jay and i are tri to figur out how much we can safe spend on weed
0,i will be outsid offic take all from there
0,hey i will be late ah meet you at 
1,new textbuddi chat  horni guy in ur area  just  free  receiv search postcod or at gaytextbuddycom txt one name to   rpl stop  cnl
0,jus chillaxin what up
0,how are you do how the queen are you go for the royal wed
0,u have lunch alon i now so bore
0,ok im walik ard now do u wan me  buy anyth go ur hous
0,no did you multimedia messag them or email
0,im realli sorri i lit your hair on fire
0,awesom plan to get here ani time after like  ltgt  ill text you detail in a wee bit
0,sorri i guess whenev i can get a hold of my connect mayb an hour or two ill text you
0,you do got a shitload of diamond though
0,just sleepingand surf
0,realli i crash out cuddl on my sofa
0,take care and sleep wellyou need to learn to chang in lifeyou onli need to get convinc on thati will wait but no more convers between usget convinc by that timeyour famili is over for you in mani sensesrespect them but not overemphasiseor u have no role in my life
1,free  week entri  textpod  a chanc  win  ipod or  cash everi wk txt pod to  tscs  custcar 
0,sent me ur email id soon
0,check audrey status right now
0, how thing just a quick question
0,oh k kbut he is not a big hitteranyway good
0,ok no wahala just rememb that a friend in need 
0,thank for this hope you had a good day today
0,your gonna be the death if me im gonna leav a note that say it all rob fault aveng me
0,somewher out there beneath the pale moon light someon think in of u some where out there where dream come true goodnit amp sweet dream
0,honey  sweetheart  darl  sexi bun  sugar plum  loverboy  i miss you boytoy  smack your ass did you go to the gym too 
0,good morn princess have a great day
0,thanx a lot  ur help
0,dont worri though i understand how import it is that i be put in my place with a poor thought out punish in the face of the worst thing that has ever happen to me brb gonna go kill myself
0,yes just finish watch day of our live i love it
0,im reach in anoth  stop
0,i cant pick the phone right now pls send a messag
0,there r mani modelsoni ericson also der ltgt it luk good bt i forgot modl no
0,ok
0,hey what how about your project start aha da
0,no need to buy lunch for me i eat maggi mee
1,valentin day special win over  in our quiz and take your partner on the trip of a lifetim send go to  now  rcvd 
0,ok no prob take ur time
0,great i hope you like your man well endow i am  ltgt  inch
0,how much it will cost approx  per month
0,do  all wan  meet up n combin all the part how da rest of da project go
1,you are chosen to receiv a  award pls call claim number  to collect your award which you are select to receiv as a valu mobil custom
0,you get back ani time soon
0,want to final have lunch today
0,kkhow is your sister kid
0,hi mobil no  ltgt  has ad you in their contact list on  it s a great place to send free sms to peopl for more visit fullonsmscom
0,how u doin babi girl  hope u are okay everi time i call ure phone is off i miss u get in touch
0,true it is passabl and if you get a high score and appli for phd you get  of salari so it make life easier
0,whi are u up so earli
0,lol well dont do it without me we could have a big sale togeth
0,okey dokey swashbuckl stuff what oh
0,miss ya need ya want ya love ya
0,same to u
1, you have receiv your mobil content enjoy
0,ultim tor motiv tui achiev kor
0,happi new year my dear brother i realli do miss you just got your number and decid to send you this text wish you onli happi abiola
0,speak of doe he have ani cash yet
1,pleas call  immedi as there is an urgent messag wait for you
0, laptop i noe infra but too slow lar i wan fast one
0,how are you just check up on you
0,god pick up a flower and dippeditinadew love touch itwhichturnedinto u and the he gift tomeandsaidthi friend is 
0,sinc when which side ani fever ani vomitin
0,pls she need to dat slowli or she will vomit more
0,mind blastin no more tsunami will occur from now on rajnik stop swim in indian oceand
0,you got job in wiproyou will get everi thing in life in  or  year
0, said kiss kiss i cant do the sound effect he is a gorgeous man isnt he kind of person who need a smile to brighten his day 
1,ur award a citi break and could win a  summer shop spree everi wk txt store to   skilgm  
0,uhhhhrmm isnt have tb test bad when your sick
0,finish alreadi yar they keep say i mushi i so embarrass ok
0,im on da bus go home
0,ill let you know when it kick in
0,eek that a lot of time especi sinc american pie is like  minut long i cant stop sing it
0,hostbas idp for linux system
1,get  lion england tone repli lionm  mono or lionp  poli  more go   the origin n best tone  network oper rate appli
0,yeah confirm for you stay at  that weekend
0,im so in love with you im excit each day i spend with you you make me so happi
0,ive been bar from all b and q store for lifethi twat in orang dungere came up to me and ask if i want deck so i got the first punch in
0,heygreat dealfarm tour  to    deposit by  may
0,ps u no ur a grown up now right
0,dunno lei i might b eatin wif my fren if  wan to eat then i wait   lar
0,thank ill keep that in mind
0,oi when you gonna ring
0,i will reach ur home in  ltgt  minut
0,can i meet  at  as  where depend on where  wan  in lor
0,then just eat a shit and wait for ur monkey face bitch u asshol
0,no gift you tri to get me to throw myself off a cliff or someth
1,spook up your mob with a halloween collect of a logo  pic messag plus a free eeri tone txt card spook to  zed  per logop
0,u free on sat rite u wan  watch infern affair wif me n darren n mayb xy
0,hey j r u feel ani better hopeso hunni i amnow feelin ill  ithink i may have tonsolitusaswel damn iam layin in bedreal bore lotsof luv me xxxx
0,easi mate  guess the quick drink was bit ambiti
0,you will be in the place of that man
0,oh k  i will come tomorrow
0,po de  no need job aha
0,it good well find a way
0,im at home pleas call
0,got itmail panren paru
0,i will reach ur home in  ltgt  minut
0,beerag
0,wifehow she knew the time of murder exact
0,hi  do u want  to join me with sts later  meet them at five  call u after class
0,i love your ass do you enjoy doggi style 
0,just finish miss you plenti
0,thank honey have a great day
0,do  noe if ben is go
0,dont hesit you know this is the second time she has had weak like that so keep i notebook of what she eat and did the day befor or if anyth chang the day befor so that we can be sure it noth
0,noth splwat abt u and whr ru
0,onc a fishrman woke earli in d mrng it was veri dark he wait a while amp found a sack ful of stone he strtd throwin thm  d sea  pass time atlast he had jus  sun rose up amp he found out tht those r nt stone those were diamond moraldont wake up earli in d mrng good night
1,shop till u drop is it you either    cash or  travel voucher call now  ntt po box  fixedlin cost  mobil vari
0, ow u deyi paid  told  u would call  
0,so are you guy ask that i get that slipper again or it gone with last year
0,sorri dai was thought of call you lot of timeslil busyi will call you at noon
0,are you happi babi  are you alright  did you take that job  i hope your fine i send you a kiss to make you smile from across the sea  kiss kiss
0,ok anyway no need to chang with what you said
0,fran i decid  go n e way im complet broke an knacker i got up bout  c u  love janx ps this is my dad fone no credit
0,mm not entir sure i understood that text but hey ho which weekend
0,even  v good if somewhat event laden will fill you in dont you worri  head  ok but throat  wreck see you at six then
1,you are a winner u have been special select  receiv  cash or a  holiday flight inc speak to a live oper  claim 
0,god blessget good sleep my deari will pray
0,hello damn this christma thing i think i have decid to keep this  that doesnt work
0,i dnt wnt to tlk wid u
0,sure if i get an acknowledg from you that it astound tactless and general faggi to demand a blood oath fo
0,abeg make profit but it a start are you use it to get sponsor for the next event
0,or ill be a littl closer like at the bus stop on the same street
0,keep ur problem in ur heart bcoz nobodi will fight for u onli u amp u have to fight for ur self amp win the battl vivekanand g  sd
0,now that you have start dont stop just pray for more good idea and anyth i see that can help you guy ill forward you a link
0,alrit sam it nic just checkin that this is ur numberso is ittb
1,urgent your mobil no was award a  bonus caller prize on  this is our  attempt to contact you call   bt nation rate
0,hi im have the most relax time ever we have to get up at  everi day was the parti good the other night i get home tomorrow at 
0,hi  where are you were at  and theyr not keen to go out i kind of am but feel i shouldnt so can we go out tomo dont mind do you
0,that mean you got an a in epi shes fine shes here now
0,i hope your alright babe i worri that you might have felt a bit despar when you learn the job was a fake  i am here wait when you come back my love
1,freemsgfeelin kinda lnli hope u like  keep me compani jst got a cam mobi wanna c my pictxt or repli date to    hlp  stop to 
0,oh onli  outsid player allow to play know
0,it mean u could not keep ur word
0,alright babe justthought id sayhey how u doinnear the endof me wk offdam nevamindw will have  up sn if uwant  lovejen x
0,doc prescrib me morphin caus the other pain med arent enough wait for my mom to bring it that med should kick in fast so im gonna tri to be on later
0,were tri to find a chines food place around here
0,she left it veri vagu she just said she would inform the person in account about the delay rent and that i should discuss with the hous agenc about my rent anoth place but check onlin now and all place around usc are  ltgt  and up
0,god love has no limit god grace has no measur god power has no boundari may u have god endless bless alway in ur life gud 
1,it to  your  free text messag are valid until  decemb 
0,actual nvm got hella cash we still on for  ltgt ish
1,freemsg whi havent you repli to my text im randi sexi femal and live local luv to hear from u netcollex ltd  per msg repli stop to end
0,i wnt to buy a bmw car urgentlyit vri urgentbut hv a shortag of  ltgt lacsther is no sourc to arng dis amt ltgt lacsthat my prob
0,haf u found him i feel so stupid da v cam was work
0,how it go got ani excit karaok type activ plan im debat whether to play footbal this eve feel lazi though
0,yes it possibl but dint tri pls dont tell to ani one k
0,it ok call mom instead have fun
0,headin toward busetop
0,s sfirst timedhoni rock
0,wish you and your famili merri x mas and happi new year in advanc
0,india have to take lead
0,im use to it i just hope my agent dont drop me sinc ive onli book a few thing this year this whole me in boston them in nyc was an experi
1,camera  you are award a sipix digit camera call  fromm landlin deliveri within  day
0,sorri my roommat took forev it ok if i come by now
0,sorri ill call later in meet
0,ffffffffff alright no way i can meet up with you sooner
0,today my system sh get readyal is well and i am also in the deep well
0,look at ami ure a beauti intellig woman and i like u a lot i know u dont like me like that so dont worri
0,i wish that i was with you hold you tight make you see how import you are how much you mean to me  how much i need you  in my life 
1,you have won a guarante  cash or a  prize to claim yr prize call our custom servic repres on  between  cost 
0,thank for ve love wish you rock
0,sure result will offer
0,ummmmmaah mani mani happi return of d day my dear sweet heart happi birthday dear
0,whi did i wake up on my own gt
1,urgent ur award a complimentari trip to eurodisinc trav  or  to claim txt dis to     
0,the hous is on the water with a dock a boat roll up with a newscast who dabbl in jazz flute behind the wheel
0,yun ahnow  wkg wherebtw if  go nus sc  wana specialis in wad
0,i think im wait for the same bus inform me when you get there if you ever get there
0,mum hope you are have a great day hope this text meet you well and full of life have a great day abiola
1,congrat  mobil  videophon r your call  now videochat wid ur mate play java game dload polyh music nolin rentl    
0,im not sure if it still avail though
0,it ur luck to love someon it ur fortun to love the one who love u but it a miracl to love a person who cant love anyon except u gud nyt
1,mila  blond new in uk i look sex with uk guy if u like fun with me text mtalk to       increment 
0,just chill for anoth  if you could sleep the pain is not a surgic emerg so see how it unfold okay
0,yar lor wait  my mum  finish sch then have lunch lor i whole morn stay at home clean my room now my room quit clean hee
0,nothin come to my mind  help me buy hanger lor ur laptop not heavi
0,i like dis sweater fr mango but no more my size alreadi so irrit
0,sorri got a late start were on the way
0,are your freez  are you home yet  will you rememb to kiss your mom in the morn do you love me  do you think of me  are you miss me yet 
0,free ani day but i finish at  on mon n thur
1,not heard from  a while call  rude chat privat line  to cum wan  pic of me gettin shag then text pix to   send stop  sam xxx
0,then dun wear jean lor
0,will  b go to esplanad fr home
0,water log in desert geoenvironment implic
1,we tri to contact you re your repli to our offer of a video handset  anytim ani network min unlimit text camcord repli or call  now
0,hey babe sorri i didnt get sooner gari can come and fix it caus he think he know what it is but he doesnt go as far a ptbo and he say it will cost  ltgt  buck i dont know if it might be cheaper to find someon there  we dont have ani second hand machin at all right now let me know what you want to do babe
0,pleas give it   or i will pick it up on tuesday even about  if that is ok
0,what you think about me first time you saw me in class
0,he like not v shock leh cos tell shuhui is like tell leona also like dat almost all know liao he got ask me abt ur reaction lor
1,hi im sue i am  year old and work as a lapdanc i love sex text me live  im i my bedroom now text sue to  by textoper    
0,awesom i rememb the last time we got somebodi high for the first time with diesel v
0,hi dude hw r u da reali mise u today
1,bear pic nick and tom pete and  dick in fact all type tri gay chat with photo upload call    stop text call 
0,it good to hear from you
0,thank god they are in bed
0,joy father is john then john is the name of joy father mandan
0,as in differ style
0,im leav my hous now
1,win a year suppli of cds  a store of ur choic worth   enter our  week draw txt music to  tscs 
0,what not under stand
1,your chanc to be on a realiti fantasi show call now   just  per min ntt ltd po box  croydon    is a nation  rate call
0,otherwis had part time job natuit
0,sad stori of a man  last week was my bday my wife didnt wish me my parent forgot n so did my kid  i went to work even my colleagu did not wish
0,i guess you could be as good an excus as ani lol
0,awesom question with a cute answer someon ask a boy how is ur life   he smile amp answer   she is fine gudnit
0,just make dinner you 
0,well join the  ltgt  bus
0,umma did she say anyth
0,are you plan to come chennai
0,miss your call caus i was yell at scrappi miss u cant wait for u to come home im so lone today
0,dai i download but there is onli exe file which i can onli run that exe after instal
0,no just send to you bec you in templ na
0,well that nice too bad i cant eat it
1,sms auction  a brand new nokia  is up  auction today auction is free  join  take part txt nokia to  now  
0,will you like to be spoil 
0,we confirm eat at esplanad
1,doubl your min  txts on orang or  price linerent  motorola and sonyericsson with btooth freenokia free call  on  
0,men like shorter ladi gaze up into his eye
0,kind of took it to garag centr part of exhaust need replac part order n take it to be fix tomo morn
0,hope you are feel great pls fill me in abiola
1, day to kick off for  u will be kept up to date with the latest news and result daili to be remov send get txt stop to 
0,mmmm  fuck  not fair  you know my weak  grin push you to your knee expos my belli and pull your head to it dont forget  i know your too wick smile
0,ok then r we meet later
0,where is it is there ani open for mca
0,no scream mean shout
0,how much is torch in 
0,after complet degre there is no use in join financ
0,how long doe applebe fuck take
1,had your mobil   updat for free to orang latest colour camera mobil  unlimit weekend call call mobil  on freefon  or 
0,were done
1,someon has contact our date servic and enter your phone becausethey fanci you to find out who it is call from a landlin    
0,mum ive sent you mani mani messag sinc i got here i just want to know that you are actual get them do enjoy the rest of your day
0,tadaaaaa i am home babe are you still up 
0,oop  am at my mum in somerset bit far back tomo see you soon x
0,ya they are well and fine bbdpooja full pimpleseven she becom quit blackand ur rite here it too cold wear sweatter
0,i wan but too earli lei me outsid now wun b home so earli neva mind then
0,no i dont have cancer mom make a big deal out of a regular checkup aka pap smear
0,hi it me you are probabl have too much fun to get this messag but i thought id txt u cos im bore and jame has been fart at me all night
0,it has issu right now ill fix for her by tomorrow
0,hurt me teas me make me cri but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl
0,they releas anoth italian one today and it has a cosign option
0,stupidit not possibl
0,sen told that he is go to join his uncl financ in cbe
0,most sport typelyk footblcrckt
0,yeah thatd pretti much be the best case scenario
0,you do your studi alon without anyon help if you cant no need to studi
0, finish meet call me
0,sos ani amount i can get pls
0,leav to qatar tonit in search of an opportunityal went fastpl add me in ur prayer dearrakhesh
0,thank for look out for me i realli appreci
0,lol u still feel sick
0,just get back home
0,i not at home now lei
0,am surf onlin store for offer do you want to buy ani thing
0,but im realli realli broke oh no amount is too small even  ltgt 
0,nah im a perpetu dd
0,hi darlin i cantdo anythingtomorrow as mypar aretak me outfor a meal when are u free katexxx
0,i will lick up everi drop  are you readi to use your mouth as well
0,wot student discount can u get on book
1,custom servic annonc you have a new year deliveri wait for you pleas call  now to arrang deliveri
0,nice waitshould you be text right now im not gonna pay your ticket ya know
1,a  xmas reward is wait for you our comput has random pick you from our loyal mobil custom to receiv a  reward just call  
0,hang out with my brother and his famili
0,can you talk with me
0,got fujitsu ibm hp toshiba got a lot of model how to say
0,pls ask macho how much is budget for bb bold  is cos i saw a new one for  ltgt  dollar
0,may i call you later pls
0,his fren go then he in lor not alon wif my mum n sis lor
0,macha dont feel upseti can assum your mindsetbeliev me one even with me and i have some wonder plan for both of uslet life begin againcal me anytim
0,o turn out i had stereo love on mi phone under the unknown album
0,kate jackson rec center befor  right
1,you have won a nokia  this is what you get when you win our free auction to take part send nokia to  now   
0,awesom how do i deal with the gate charl told me last night but uh yeah
0,wait  minstand at bus stop
0,here got ur favorit oyster n got my favorit sashimi ok lar i dun say alreadi wait ur stomach start rumbl
0,urgh coach hot smell of chip fat thank again especi for the duvet not a predict text word
1,someon u know has ask our date servic  contact you cant guess who call  now all will be reveal pobox    
1, congratul  in this week competit draw u have won the  prize to claim just call   tcsstop sms  over  onli 
0,helloooo wake up sweet morn welcom you enjoy this day with full of joy gud mrng
0,you are sweet as well princess pleas tell me your like and dislik in bed
0,ok shell be ok i guess
0,ok that cool it  just off either raglan rd or edward rd behind the cricket ground gimm ring when ur closebi see you tuesday
0,haha good to hear im offici paid and on the market for an 
0,you do what all you like
0,so can collect ur laptop
0, ltgt  min but i had to stop somewher first
0,hi dear we saw dear we both are happi where you my batteri is low
0,nt onli for drive even for mani reason she is call bbdthts it chikku then hw abt dvg coldheard tht vinobanagar violenc hw is the conditionand hw ru  ani problem
0,ambrithmaduraimet u in arun dha marrgeremembr
0,sorri i din lock my keypad
0,aight call me onc your close
0,i can do that i want to pleas you both insid and outsid the bedroom
0,ki delet my contact that whi
1,for the most sparkl shop break from  per person call   or visit 
0,i absolut love south park i onli recent start watch the offic
0,r u in this contin
0,u say leh of cours noth happen lar not say v romant jus a bit onli lor i thk e nite sceneri not so nice leh
0,boo im on my way to my mom shes make tortilla soup yummmm
0,she ran off with a younger man we will make pretti babi togeth 
0,hey so what the plan this sat 
0,ki didt see youkwher are you now
0,thnx dude u guy out 
0,i like the new mobil
1,for ur chanc to win a  wkli shop spree txt shop to  tscs  custcar  
1,you have won a guarante  award or even  cashto claim ur award call free on    stop getstop on  php  
0,tell me someth that okay
0,better made up for friday and stuf myself like a pig yesterday now i feel bleh but at least it not writh pain kind of bleh
1,you have an import custom servic announc from premier call freephon    now
0,new theori argument win d situat but lose the person so dont argu with ur friend just    kick them amp say im alway correct
0,fight with the world is easi u either win or lose bt fightng with  who is close to u is dificult if u lose  u lose if u win  u still lose
0,when are you go to ride your bike
0,i promis to take good care of you princess i have to run now pleas send pic when you get a chanc ttyl
0,christma is an occas that is celebr as a reflect of ur valu desir affectionsamp tradit have an ideal christma
0,yes rent is veri expens so it the way we save
0,okay ive seen it so i should pick it on friday
0,then mum repent how
0,sit in mu wait for everyon to get out of my suit so i can take a shower
0,im on gloucesterroad what are uup to later
1,more peopl are dog in your area now call  and join like mind guy whi not arrang  yourself there  this even a minapn 
0,actual i decid i was too hungri so i havent left yet v
0,your not sure that im not tri to make xavier smoke becaus i dont want to smoke after be told i smoke too much
0,sorri dude dont know how i forgot even after dan remind me sorri hope you guy had fun
0,but pls dont play in other life
0,i dont know same thing that wrong everyso often he panick start goin on bout not bein good enough 
0,yar lor he wan  go c hors race today mah so eat earlier lor i ate chicken rice u
0,easi ahsen got select mean it good
0,naughti littl thought it better to flirt flirt n flirt rather than love someon n gettin hurt hurt n hurt gud nyt
0,awww dat is sweet we can think of someth to do he he have a nice time tonight ill probabl txt u later cos im lone  xxx
0,your board is work fine the issu of overh is also reslov but still softwar inst is pend i will come around  clock
0,i love you both too 
0,boo how thing im back at home and a littl bore alreadi 
0,hello yeah ive just got out of the bath and need to do my hair so ill come up when im done yeah
1,in the simpson movi releas in juli  name the band that die at the start of the film agreen day bblue day cred day send a b or c
0,that ok i pop in to ask bout someth and she said youd been in are you around tonght wen this girl come
1,privat your  account statement for show  unredeem sim point call  identifi code  expir 
0,aiyo u so poor thing then u dun wan  eat u bath alreadi
0,i am not sure about night menu   i know onli about noon menu
0,leav it u will alway be ignor
0,ok ill tell the compani
0,been up to ne thing interest did you have a good birthday when are u wrking nxt i start uni today
0,oh ok no prob
0,hmmmkbut i want to chang the field quick dai wanna get system administr or network administr
1,u are subscrib to the best mobil content servic in the uk for  per ten day until you send stop to  helplin 
0,have you not finish work yet or someth
1,kit strip  you have been bill  netcollex ltd po box   oja
0,kkthis month kote birthday know
0,no i was tri it all weekend v
0,somebodi should go to andro and steal ice
0,pleas leav this topicsorri for tell that
0,i think just yourself thank and see you tomo
0,hi kind give us back our document which we submit for loan from stapati
0,anyway serious hit me up when your back becaus otherwis i have to light up with armand and he alway has shit andor is vomit
0,ok darlin i supos it was ok i just worri too muchi have to do some film stuff my mate and then have to babysit again but you can call me therexx
0,so what u do today
0,don knowthi week im go to tirunelvai da
0,k i will sent it again
0,ok
1,someon u know has ask our date servic  contact you cant guess who call  now all will be reveal po   
1,ask  if  chatlin inclu in free min india cust serv sed yes  got mega bill  dont giv a shit bailiff due in day i o   want 
1,urgent urgent we have  free flight to europ to give away call   sept  take a friend  free call now to claim on  
0,how come
0,ic there are a lotta childporn car then
0,i ask you to call him now ok
0,i cant keep talk to peopl if am not sure i can pay them if they agre to price so pls tell me what you want to realli buy and how much you are will to pay
0,jay say hell put in  ltgt
1,xclusiveclubsaisai   soire special zouk with nichol from parisfre rose  all ladi  info  
1,oh my god ive found your number again im so glad text me back xafter this msgs cst std ntwk chg 
1,ur go  bahama callfreefon  and speak to a live oper to claim either bahama cruis of cash  to opt out txt x to 
0,my sort code is  and acc no is  the bank is natwest can you repli to confirm ive sent this to the right person
1,thesmszonecom let you send free anonym and mask messagesim send this messag from theredo you see the potenti for abus
0,he has lot of use one babe but the model doesnt help youi have to bring it over and hell match it up
0,i am on the way to ur home
0,sorri about earlier put out firesar you around to talk after  or do you actual have a life lol
0,call me when u finish then i come n pick u
0,im read the text i just sent you it meant to be a joke so read it in that light
0,either way work for me i am  ltgt  year old hope that doesnt bother you
0,how long befor you get repli just defer admiss til next semest
0,i had askd u a question some hour befor it answer
0,jane babe not goin  wrk feel ill after lst nite fone in alreadi cover  me chuck
0,gumbi has a special where a  ltgt  chees pizza is  so i know what were doin tonight
0,ball is move a lotwil spin in last so veri difficult to bat
0,i got a call from a landlin number   i am ask to come to anna nagar    i will go in the afternoon
0,call me i m unabl to cal let meet bhaskar and deep
0,now get step  outta the way congrat again
0,yeah no prob  last night is obvious catch up with you speak soon 
0,i am join today formallypl keep prayingwil talk later
0,good morn my dear have a great amp success day
0,so  pay first lar then when is da stock comin
0,best msg it hard to be with a person when u know that one more step foward will make u fall in love amp one step back can ruin ur friendship good night 
0,what im say is if you havent explicit told nora i know someon im probabl just not gonna bother
0,oh ya got hip hop open haha i was think can go for jazz then zoom to cine actual tonight im free leh and there a kb lesson tonight
0,until  lor ya can go  dinner togeth
0,how much i gave to you morn
0,cant think of anyon with  spare room off  top of my head
0,hi hun im not comin   im sorri  me hope u ava goodtimeoli rang melnit ifink it mite b sortedbut il explain everythin on 
0,will purchas d stuff today and mail to you do you have a po box number
0,alrit jod how the revis goin keri bin doin a smidgin n e way u wanna cum over after collegexx
0,raviyog peripher bhayandar east
0,hey mate spoke to the mag peopl were on  the is deliv by the end of the month deliv on the  sept talk later 
0,what make you most happi
0,pain word i thought be happi was the most toughest thing on earth but the toughest is act happi with all unspoken pain insid
0,hi darlin how was work did u get into troubl ijust talk to your mum all morn i had a realli good time last night im goin out soon but call me if u can
0,i couldnt say no as he is a die man and i feel sad for him so i will go and i just want you to know i would probabl be gone late into your night
0,u so lousi run alreadi come back then half dead hee
0,i think your mentor is  but not  percent sure
0,lol yeah at this point i guess not
0,it a great day do have yourself a beauti one
0,ok
0,ok no prob
1,free for  week  nokia tone  ur mob everi week just txt nokia to  get txting and tell ur mate  pobox    
0,i love u  babe r u sure everyth is alrit is he be an idiot txt bak girli
0,u ned to convinc him tht it not possibl witot hurt his feel it the main
0,oki
0,am also do in cbe onli but have to pay
1,urgent we are tri to contact u today draw show that you have won a  prize guarante call  from land line claim   onli
0,you can never do noth
0,lemm know when i can swing by and pick up im free basic ani time after  all this semest
0,dear are you angri i was busi dear
0,ugh fuck it im resub to eve
0,which is weird becaus i know i had it at one point
0,aight ill hit you up when i get some cash
0,okay we wait ah
0,aight see you in a bit
0,wot about on wed nite i am  then but onli til 
0,if u laugh realli loud if u talk spontan if u dont care what other feel u are probabl with your dear amp best friend goodeven dear
0, ok i feel like john lennon
0,no dahe is stupid daalway send like thisdon believ ani of those messagepandi is a mental
0,if you r  home then come down within  min
0,housemaid is the murder coz the man was murder on  ltgt th januari as public holiday all govtinstituit are closedinclud post offic
0,i am late i will be there at
0,ok the theori test when are  go to book i think it on  may coz thought wanna go out with jiayin but she isnt free
0,alright i have a new goal now
0,no it wait in e car dat bore wat cos wait outsid got noth  do at home can do my stuff or watch tv wat
0,aight let me know when your gonna be around usf
0,sorri de i went to shop
0,just wonder the other just took off
0,ive told him that ive return it that should i re order it
0,haha mayb ure rite u know me well da feel of be like by someon is gd lor u faster go find one then all gal in our group attach liao
1,do you want  anytim ani network min  text and a new video phone for onli five pound per week call  or repli for deliveri tomorrow
1,ur cashbal is current  pound  to maxim ur cashin now send cash to  onli  cc   
0,no da if you run that it activ the full version da
1,u have a secret admir who is look  make contact with ufind out who they rreveal who think ur so specialcal on 
0,me n him so funni
0,do you know when dad will be back
0,im at bruce amp fowler now but im in my mom car so i cant park long stori
0,pleas dont text me anymor i have noth els to say
0,good stuff will do
0,u gd lor go shop i got stuff to do u wan  watch infern affair a not come lar
0,yes how is a pretti ladi like you singl
1,not heard from  a while call me now am here all night with just my knicker on make me beg for it like u did last time  xx luv 
0,were gonna go get some taco
0,then get some cash togeth and ill text jason
0,oki
1,good luck draw take place  feb  good luck for remov send stop to  custom servic 
1,win a  shop spree everi week start now  play text store to  skilgm    
0,noth can
0,yesfrom last week itself im take live call
1,free messagethank for use the auction subscript servic     skip an auction txt out  unsubscrib txt stop customercar 
0,that y u haf  keep me busi
0,geeeee  i love you so much i can bare stand it
1,no  nokia tone  ur mob everi week just txt nok to   tone free  so get txtin now and tell ur friend   repli hl 
0,im just wonder what your do right now
1,urgent pleas call  from landlin  cash or a luxuri  canari island holiday await collect tcs sae award    
0,gain the right of a wifedont demand iti am tri as husband toolet see
0,well you pay over like  ltgt yrs so it not too difficult
0,lol you wont feel bad when i use her money to take you out to a steak dinner d
1, per min to call germani  from your bt line just  per min check planettalkinstantcom for info  ts  cs text stop to opt out
0,im home
1,hey i am realli horni want to chat or see me nake text hot to  text charg at  to unsubscrib text stop 
0,ha ha cool cool chikku chikkudb
0,hi dear call me it urgnt i dont know what your problem you dont want to work or if you have ani other problem at least tell me wate for your repli
0,probabl earlier than that if the station where i think it is
0,wait  i will msg after  ltgt  min
0,where did u go my phone is gonna die you have to stay in here
0,oh god im gonna googl nearbi cliff now
0,have lunchyou are not in onlinewhi
0,this weekend is fine an excus not to do too much decor
0,sorri ill call later
0,wat r u do now
0,kall the bestcongrat
0,that is wondar full flim
0,i actual did for the first time in a while i went to bed not too long after i spoke with you woke up at  how was your night
0,what you need you have a person to give na
0,convey my regard to him
0,i guess it is useless call u  someth import
0,come by our room at some point so we can iron out the plan for this weekend
0,i was just callin to say hi take care bruv
0,ok but tell me half an hr  u come i need  prepar
0,ok i shall talk to him
0,ard  lor
0,omg it could snow here tonit
0,hes in lag that just the sad part but we keep in touch thank to skype
0,im sorri ive join the leagu of peopl that dont keep in touch you mean a great deal to me you have been a friend at all time even at great person cost do have a great week
0,i though we shd go out n have some fun so bar in town or someth  sound ok
0,whom you wait for yesterday
0,sound like you have mani talent would you like to go on a dinner date next week
1,ur balanc is now  next question complet the landmark big a bob b barri or c ben  text a b or c to  good luck
0,i am great how are you
1,pleas call our custom servic repres on freephon    between  as you have won a guarante  cash or  prize
0,yes nigh you cant aha
0,ure welcom caught u use broken english again
0,dad want to talk about the apart so i got a late start omw now
0,with my sis lor we juz watch italian job
0,yeah we wouldnt leav for an hour at least how  sound
0,veri hurt n meaning line ever i compromis everyth for my love but at d end my love compromis me for everyth gud mornin
0,hey for me there is no leav on friday wait i will ask my superior and tell you
0,i need coz i never go befor 
0,fffff can you text kadeem or are you too far gone
0,that seem unnecessarili hostil
0,yeah sure ill leav in a min
1,urgent we are tri to contact u today draw show that you have won a  prize guarante call  from land line claim  valid  onli
0,hey do you want anyth to buy
0,alright were all set here text the man
0,my life mean a lot to me not becaus i love my life but becaus i love the peopl in my life the world call them friend i call them my world ge
0,earli bird ani purchas yet
0,come to mahal bus stop ltdecimalgt
0, say that hes quit at  a day so i wudnt take much notic of that nah she didnt mind are you gonna see him again do you want to come to taunton tonight u can tell me all about 
1,thank for your rington order refer number  your mobil will be charg  should your tone not arriv pleas call custom servic 
1,want  get laid tonight want real dog locat sent direct  ur mob join the uk largest dog network bt txting gravel to  nt  
0,ya when are  take ure practic lesson i start in june  
